Name,ProductCode,Description,Family,SBQQ__PricingMethod__c,SBQQ__ChargeType__c,SBQQ__BillingFrequency__c,SBQQ__BillingType__c,SBQQ__SubscriptionTerm__c,SBQQ__SubscriptionPricing__c,SBQQ__SubscriptionType__c,SBQQ__SubscriptionBase__c,SBQQ__DynamicPricingConstraint__c,SBQQ__SubscriptionCategory__c,SBQQ__SubscriptionPercent__c,SBQQ__ProductPictureID__c,SBQQ__ConfigurationType__c,SBQQ__ConfigurationEvent__c,IsActive,SBQQ__Component__c,SBQQ__DiscountSchedule__r.Name,SBQQ__TermDiscountSchedule__r.Name,SBQQ__TermDiscountLevel__c,SBQQ__DefaultPricingTable__c,blng__BillingRule__r.Name,blng__RevenueRecognitionRule__r.Name,blng__TaxRule__r.Name,SBQQ__Taxable__c,SBQQ__NonDiscountable__c,SBQQ__NonPartnerDiscountable__c,SBQQ__PricingMethodEditable__c,SBQQ__AssetAmendmentBehavior__c,SBQQ__AssetConversion__c,SBQQ__BatchQuantity__c,SBQQ__BlockPricingField__c,SBQQ__CompoundDiscountRate__c,SBQQ__ConfiguredCodePattern__c,SBQQ__ConfiguredDescriptionPattern__c,SBQQ__CostEditable__c,SBQQ__CustomerCommunityAvailability__c,SBQQ__DefaultQuantity__c,SBQQ__DescriptionLocked__c,SBQQ__EnableLargeConfiguration__c,SBQQ__ExcludeFromMaintenance__c,SBQQ__IncludeInMaintenance__c,SBQQ__ExcludeFromOpportunity__c,SBQQ__ExternallyConfigurable__c,SBQQ__GenerateContractedPrice__c,SBQQ__Hidden__c,SBQQ__HidePriceInSearchResults__c,SBQQ__NewQuoteGroup__c,SBQQ__OptionLayout__c,SBQQ__OptionSelectionMethod__c,SBQQ__Optional__c,SBQQ__PriceEditable__c,SBQQ__QuantityEditable__c,SBQQ__QuantityScale__c,SBQQ__ReconfigurationDisabled__c,SBQQ__SortOrder__c,SBQQ__Specifications__c,SBQQ__TaxCode__c,SBQQ__UpgradeRatio__c,SBQQ__CostSchedule__r.Name,SBQQ__PricingGuidance__r.Name,SBQQ__RenewalProduct__r.Name,SBQQ__SubscriptionTarget__r.Name,SBQQ__UpgradeCredit__r.Name,SBQQ__UpgradeSource__r.Name,SBQQ__UpgradeTarget__r.Name
Data Protector,SB-SW-DAT-PROT,Enable true data protection for your SmartBytes instance and provides a fully-featured data protection solution,Software,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Developer Environment,SB-SW-AO-DEV-ENV,Instance of SmartBytes Platform intended for testing and deployment of application updates,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Disaster Recovery,SB-SW-AO-DIS-REC,SmartBytes Disaster Recovery Software is designed to provide business continuity and recovery following natural or man-made disasters and outages,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Distributed Search,SB-SW-AO-DIS-SEA,Distributed search provides a way to scale your deployment by separating the search management and presentation layer from the indexing and search retrieval layer,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Enterprise Security Manager (ESM),SB-SW-SEC-ESM,"SmartBytes ESM includes threat intelligence feeds, correlation, analytics, profiling, security alerts, data presentation and compliance",Software,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Event Management,SB-SW-EVT-MGMT,"Filter out IT disruptions so you spend less time sifting through errors, and more time ensuring customer satisfaction",Software,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
High Availability,SB-SW-AO-HI-AVA,The main use case for an indexer cluster is an enterprise deployment that requires high data availability and is willing to allocate the additional disk space necessary to store multiple copies of the data,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Machine Learning,SB-SW-ITA-MAC-LEA,"The SmartBytes Machine Learning Application delivers new SPL commands, custom visualizations, assistants, and examples to explore a variety of machine learning concepts",Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Monthly Logins,SB-SW-USER-L,"Price based on total logins, aggregated at the end of each month",Software,List,Recurring,Monthly,Arrears,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,TRUE,TRUE,,FALSE,,,,,,,,,,,
Network Operations Management,SB-SW-NET-OP-MGMT,"Fight downtime by monitoring and measuring uptime, performance, and response time of mission-critical applications and the infrastructure that they run on",Software,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Paid Data Plan,SB-SW-ITA-PDP-DAT,Prices are rated by consumption on a per day basis to be charged at the end of each month,Software,List,Recurring,Monthly,Arrears,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Unlimited Data per Day,SB-SW-ITA-UNL-DAT,Monthly charge to access unlimited data per day,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,TRUE,TRUE,,FALSE,,,,,,,,,,,
Real-time Alerts,SB-SW-ITA-REA-ALE,Use a real-time alert to monitor events or event patterns as they happen,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Security Orchestration & Response,SB-SW-SEC-LOG,"Take advantage of the full power of your security investments with security orchestration, automation, and response",Software,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Single Sign-On/LDAP,SB-SW-AO-SIN-SIG,The industry standard for achieving the Single Sign On across the disparate business systems,Software,List,Recurring,Monthly,Advance,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
SmartBytes Logger,SB-SW-SEC-LOG,"Real-time log management to search, diagnose and report",Software,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Subscription,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
SmartBytes Advisory Services,SB-SW-SVC-ADV,One-time fee to access premium customer success services as you navigate your data transformation,Software,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Custom SKU,SB-ADHOC,Ad Hoc,,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Standard,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,TRUE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,TRUE,TRUE,,FALSE,,,,,,,,,,,
Professional Service Hours (Consumption),SB-SVC-OG-PSHC,Professional services billed at the end of each month based on consumed hours,Services,List,Recurring,Monthly,Arrears,1,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Rateable,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Professional Services - Associate Consultant Daily Rate,SB-SVC-OG-AC-PSH,Associate consultant services option to be priced on a per-day basis,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Professional Services - Project Management Daily Rate,SB-SVC-OG-PM-PSH,Professional project management services option to be priced on a per-day basis,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Professional Services Daily Rate,SB-SVC-OG-PSH,Professional services option to be priced on a per-day basis,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Professional Services Project,SB-SVC-PRJ,"Custom Implementation managed by in-house professional services, charged on a Time and Material basis",Services,List,One-Time,,,,,,List,,,,,Allowed,Always,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Professional Services Scope of Work,SB-SVC-SOW,Implementation managed by in-house professional services with an agreed upon scope of work,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Quick Start Enablement,SB-SVC-QSE,Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis,Services,List,Recurring,Invoice Plan,Advance,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
SmartBytes Essentials Training,SB-SVC-TRN-ESSNTLS,"With our Essentials Training, you'll get access to live webinars, self-paced learning modules, and powerful analysis tools",Services,List,Recurring,Annual,Advance,12,Fixed Price,Renewable,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
SmartBytes Fundamentals Training,SB-SVC-TRN-FUND,"With our Fundamentals Training you will read, watch videos, and participate in activities aimed to give hands-on experience with the basics of the tool",Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Standard Success Plan,SB-SVC-SUCC-STD,"For mission critical deployments, you need SmartBytes up and running as fast as possible. Select the standard success plan for access to documentation, online case management and phone support",Services,Percent Of Total,Recurring,Monthly,Advance,12,Percent Of Total,Renewable,List,,,3,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Premium Success Plan,SB-SVC-SUCC-PREM,"For mission critical deployments, you need SmartBytes up and running as fast as possible. Select the premium success plan for everything included in the standard plan AND direct access to our advanced support team 24/7",Services,Percent Of Total,Recurring,Annual,Advance,12,Percent Of Total,Renewable,Net,List price is minimum,,10,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Rateable,Standard Tax,TRUE,FALSE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Program Director,SB-SVC-FTE-DIRECTOR,"The Program Director provides executive leadership, subject matter expertise, and program oversight.",Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Project Manager,SB-SVC-FTE-PM,"The Project Manager ensures a projects timely and efficient delivery by coordinating meetings, tracking progress, escalating issues, and proctoring weekly status reports.",Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Solution Architect,SB-SVC-FTE-ARCHITECT,Our Solution Architects are responsible for analyzing customer requirements and designing the optimal solution capabilities.,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Implementation Engineer,SB-SVC-FTE-ENG,Our certified Implementation Engineers bring a wealth of application expertise and integration experience to ensure the clients other systems are connected.,Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
Data Normalization Expert,SB-SVC-FTE-DNE,"Data Normalization Experts engage early in the project and assist customers in normalizing, cleaning, and de-duping data, and can perform upload and update functions.",Services,List,One-Time,,,,,,List,,,,,,,TRUE,FALSE,,,,,Invoice - Services,Order Based - 100% Upfront,Standard Tax,TRUE,TRUE,FALSE,FALSE,Default,,,Quantity,,,,FALSE,,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,Click,FALSE,FALSE,TRUE,,FALSE,,,,,,,,,,,
